specimenUUID,cataloger,fieldID,preparator,order,family,genus,specificEpithet,preparation,condition,specimenCoordinates,site,habitatType,country,stateProvince,county,municipality,specificLocality,siteNotes,verbatimLocality,coordinates,collEventID,Activity,startDate,endDate,startTime,endTime,methods,personnel,totalLength,tailLength,hindFootLength,earLength,weight,accuracy,age,sex,testisPos,testisSize,ovaryOpening,mammaeCondition,mammaeFormula,media
c5b6853f-badf-4f71-8154-b981dc4395ce,Heru Handika,HH1909,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Skin;None|Skull;|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH|Skeleton;,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 24, 2023",Collecting,"Feb 24, 2023","Feb 25, 2023",9:15 AM,9:15 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Nurul Inayah;Field Assistant|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant|Aril;Field Assistant|Arbi;Field Assistant,103.0,38.0,11.0,8.0,4.8,Accurate,Adult,Female,,,,Lactating,3 ing;,
e0e9589b-21a2-4bf6-8486-91b294504ead,Heru Handika,HH1910,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Freshly Euthanized,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 24, 2023",Collecting,"Feb 24, 2023","Feb 25, 2023",9:15 AM,9:15 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Nurul Inayah;Field Assistant|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant|Aril;Field Assistant|Arbi;Field Assistant,97.0,34.0,11.0,9.0,3.8,Accurate,Adult,Male,,,,,,
c664fc07-1893-4893-868f-8268b867ecc2,Heru Handika,HH1911,Nurul Inayah,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;|Liver;ETOH|Lung;LN2|Heart;DMSO,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 24, 2023",Collecting,"Feb 24, 2023","Feb 25, 2023",9:15 AM,9:15 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Nurul Inayah;Field Assistant|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant|Aril;Field Assistant|Arbi;Field Assistant,100.0,40.0,10.0,9.0,3.4,Accurate,Adult,Male,,,,,,
e10d07ff-7358-4271-b8c7-ccd913175c99,Heru Handika,HH1912,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 24, 2023",Collecting,"Feb 24, 2023","Feb 25, 2023",9:15 AM,9:15 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Nurul Inayah;Field Assistant|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant|Aril;Field Assistant|Arbi;Field Assistant,108.0,40.0,10.0,9.0,3.4,Accurate,Adult,Male,,,,,,
4fc199fa-b832-4b85-8efa-7c08a58a157a,Heru Handika,HH1913,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Freshly Euthanized,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 24, 2023",Collecting,"Feb 24, 2023","Feb 25, 2023",9:15 AM,9:15 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Nurul Inayah;Field Assistant|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant|Aril;Field Assistant|Arbi;Field Assistant,100.0,40.0,11.0,9.0,3.2,Accurate,Adult,Male,,,,,,
09b42854-05c2-434a-8c7d-670d335e2350,Heru Handika,HH1914,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 24, 2023",Collecting,"Feb 24, 2023","Feb 25, 2023",9:15 AM,9:15 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Nurul Inayah;Field Assistant|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant|Aril;Field Assistant|Arbi;Field Assistant,102.0,42.0,10.0,9.0,4.4,Accurate,Adult,Female,,,,Large,3 ing;0 abd;0 ax,
e47e16e4-9314-48d6-8c7b-5f6638c11877,Heru Handika,HH1915,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 24, 2023",Collecting,"Feb 24, 2023","Feb 25, 2023",9:15 AM,9:15 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Nurul Inayah;Field Assistant|Fajar Alfitrian;Field Assistant|Alfath Fanidya;Field Assistant|Aril;Field Assistant|Arbi;Field Assistant,100.0,41.0,11.0,9.0,4.1,Accurate,Adult,Male,,,,,,
76810271-1531-499e-bbb6-2fcfa6ff2118,Heru Handika,HH1916,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Skin;|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH|Skull;ETOH|Skeleton;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 25, 2023",Collecting,"Feb 25, 2023","Feb 26, 2023",7:00 AM,7:00 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,100.0,43.0,12.0,9.0,4.7,Accurate,Adult,Male,,,,,,
890db10a-3936-40fb-8f40-90b5e2585dad,Heru Handika,HH1917,Nurul Inayah,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH|Swap;LN2,Freshly Euthanized,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 25, 2023",Collecting,"Feb 25, 2023","Feb 26, 2023",7:00 AM,7:00 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,98.0,43.0,11.0,9.0,4.4,Accurate,Adult,Male,,,,,,
2e2476ce-375a-4865-a571-0677b65b27cd,Heru Handika,HH1918,Fajar Alfitrian,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 25, 2023",Collecting,"Feb 25, 2023","Feb 26, 2023",7:00 AM,7:00 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,90.0,38.0,12.0,9.0,3.0,Accurate,Adult,Female,,,,,,
a7653b14-962b-4a33-bf8c-5702f872cc36,Heru Handika,HH1919,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 25, 2023",Collecting,"Feb 25, 2023","Feb 26, 2023",7:00 AM,7:00 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,98.0,44.0,12.0,8.0,4.1,Accurate,Adult,Female,,,,,,
8a797acf-768e-4fe1-a744-4449a3a10707,Heru Handika,HH1920,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 25, 2023",Collecting,"Feb 25, 2023","Feb 26, 2023",7:00 AM,7:00 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,96.0,40.0,11.0,8.0,4.1,Accurate,Adult,Female,,,,,,
5f590032-0925-4aa2-96ab-d0a49a22b77b,Heru Handika,HH1921,Heru Handika,Soricomorpha,Soricidae,Crocidura,monticola,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L1,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-L1;-6.8344,106.96744;1295m;10m;WGS84;Garmin 62sc","GP-L1-Feb 25, 2023",Collecting,"Feb 25, 2023","Feb 26, 2023",7:00 AM,7:00 AM,"Snap Trap";152|"Pitfall";12,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,103.0,43.0,10.0,8.0,3.7,Accurate,Adult,Male,,,,,,
3f02840c-d111-4fe2-8d7c-c3ae8b78a7ce,Heru Handika,HH1922,Nurul Inayah,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Lung;LN2|Liver;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Feb 26, 2023",Collecting,"Feb 26, 2023","Feb 27, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Arbi;Field Assistant,268.0,144.0,32.0,24.0,51.4,Accurate,Subadult,Female,,,,,,
baf30e20-9df5-46c4-8e85-e8e23b73bf7b,Heru Handika,HH1923,Fajar Alfitrian,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;LN2|Liver;ETOH,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Feb 26, 2023",Collecting,"Feb 26, 2023","Feb 27, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Arbi;Field Assistant,295.0,155.0,31.0,24.0,65.0,Accurate,Adult,Male,Scrotal,38.0x17.0mm,,,,
648db714-640e-47c5-a5cd-20cb837be14b,Heru Handika,HH1924,Fajar Alfitrian,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Feb 26, 2023",Collecting,"Feb 26, 2023","Feb 27, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Arbi;Field Assistant,290.0,153.0,30.0,25.0,78.2,Accurate,Adult,Male,Scrotal,31.0x15.0mm,,,,
b17a9951-20cb-43c9-a717-e11fc2e540f0,Heru Handika,HH1925,Fajar Alfitrian,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Feb 26, 2023",Collecting,"Feb 26, 2023","Feb 27, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Arbi;Field Assistant,295.0,156.0,31.0,26.0,58.5,Accurate,Adult,Female,,,Perforate,,,
3fc08828-fb3e-44e8-8079-3f8e3cc54ccd,Heru Handika,HH1926,Heru Handika,Rodentia,Muridae,Chiropodomys,sp.,Skin;None|Skull;ETOH|Skeleton;ETOH|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Feb 26, 2023",Collecting,"Feb 26, 2023","Feb 27, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant|Arbi;Field Assistant,185.0,104.0,17.0,16.0,20.6,Tail cropped,Adult,Female,,,,,,
f793b49c-59ec-4b26-9e84-4807a22a05e2,Heru Handika,HH1927,Heru Handika,Eulipotyphla,Erinaceidae,Hylomys,suillus,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO,Fair,,GP-NI1,Grassland mixed with trees,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-NI1;-6.846482,106.961494;1137m;10m;WGS84;Samsung A30S smartphone","GP-NI1-Feb 27, 2023",Collecting,"Feb 27, 2023","Feb 28, 2023",7:00 AM,7:00 AM,"Snap Trap";50,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,155.0,16.0,20.0,17.0,73.3,Accurate,Adult,Female,,,Perforate,,,
e9bf46b7-18a4-4d2a-9095-ba74a29cc8f6,Heru Handika,HH1928,Heru Handika,Rodentia,Muridae,Sundamys,muelleri,Skin;None|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-NI1,Grassland mixed with trees,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-NI1;-6.846482,106.961494;1137m;10m;WGS84;Samsung A30S smartphone","GP-NI1-Feb 27, 2023",Collecting,"Feb 27, 2023","Feb 28, 2023",7:00 AM,7:00 AM,"Snap Trap";50,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,565.0,331.0,49.0,28.0,405.02,Accurate,Adult,Male,Scrotal,40.0x21.0mm,,,,
a068f45a-e401-4ecb-b5fd-f80981d63356,Heru Handika,HH1929,Heru Handika,Rodentia,Muridae ,Niviventer,fulvescens,Skin;None|Skull;None|Skeleton;ETOH|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Feb 28, 2023",Collecting,"Feb 28, 2023","Mar 1, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,318.0,188.0,30.0,20.0,70.1,Accurate,Adult,Male,Scrotal,,,,,
aa27bb96-2eb7-43a0-9cac-0ba643b9ad0f,Heru Handika,HH1930,Heru Handika,Rodentia,Sciuridae,Lariscus,insignis,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;LN2|Liver;ETOH,Good,,GP-NI1,Grassland mixed with trees,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-NI1;-6.846482,106.961494;1137m;10m;WGS84;Samsung A30S smartphone","GP-NI1-Feb 28, 2023",Collecting,"Feb 28, 2023","Mar 1, 2023",7:00 AM,7:00 PM,"Snap Trap";50,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,297.0,110.0,46.0,17.0,180.2,Accurate,Adult,Male,Scrotal,,,,,
61fb37fb-496b-4b1a-9326-451110f273f2,Heru Handika,HH1931,Heru Handika,Rodentia,Sciuridae,Lariscus,insignis,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-NI1,Grassland mixed with trees,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-NI1;-6.846482,106.961494;1137m;10m;WGS84;Samsung A30S smartphone","GP-NI1-Feb 28, 2023",Collecting,"Feb 28, 2023","Mar 1, 2023",7:00 AM,7:00 PM,"Snap Trap";50,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,297.0,109.0,48.0,17.0,205.9,Accurate,Adult,Male,Scrotal,,,,,
8b3ee369-7ccb-401e-91bb-1caa1e6f113f,Heru Handika,HH1932,Heru Handika,Eulipotyphla,Soricidae,Suncus,murinus,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-NI1,Grassland mixed with trees,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-NI1;-6.846482,106.961494;1137m;10m;WGS84;Samsung A30S smartphone","GP-NI1-Feb 28, 2023",Collecting,"Feb 28, 2023","Mar 1, 2023",7:00 AM,7:00 PM,"Snap Trap";50,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,150.0,58.0,15.0,8.0,11.2,Accurate,Adult,Male,,,,,,
f5e2afb5-b13e-4e42-a551-f8039f97fdcd,Heru Handika,HH1933,Alfath Fanidya,Rodentia,Muridae,Rattus,tiomanicus,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO,Good,,GP-NI1,Grassland mixed with trees,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-NI1;-6.846482,106.961494;1137m;10m;WGS84;Samsung A30S smartphone","GP-NI1-Mar 4, 2023",Collecting,"Mar 4, 2023","Mar 5, 2023",7:00 AM,7:00 AM,"Snap Trap";50,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,176.0,75.0,26.0,16.0,47.1,Tail cropped,Adult,Male,Scrotal,30.0x26.0mm,,,,
f2ac491c-c86a-4485-9704-83228cf411bf,Heru Handika,HH1934,Alfath Fanidya,Rodentia,Muridae,Rattus,tiomanicus,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;LN2|Liver;ETOH,Good,,GP-NI1,Grassland mixed with trees,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Interpreter trail",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Interpreter trail","GP-NI1;-6.846482,106.961494;1137m;10m;WGS84;Samsung A30S smartphone","GP-NI1-Mar 4, 2023",Collecting,"Mar 4, 2023","Mar 5, 2023",7:00 AM,7:00 AM,"Snap Trap";50,Nurul Inayah;Leader|Alfath Fanidya;Field Assistant,270.0,133.0,29.0,8.0,49.9,Other reason,Adult,Male,Scrotal,30.0x25.0mm,,,,
40f45c2b-e58a-452c-968a-2adc524b2ed3,Heru Handika,HH1935,Alfath Fanidya,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Mar 4, 2023",Collecting,"Mar 4, 2023","Mar 5, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,296.0,158.0,38.0,27.0,72.38,Accurate,Adult,Male,Scrotal,37.0x15.0mm,,,,
158cccb9-8f6b-4a4a-8abb-bc6a60443055,Heru Handika,HH1936,Alfath Fanidya,Rodentia ,Muridae,Maxomys,bartelsii,Alcohol;Formalin|Liver;LN2|Lung;LN2|Heart;DMSO|Liver;ETOH,Good,,GP-L2,Lower Montane Forest,Indonesia,Jawa Barat,Sukabumi,Perbawati,"Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
",,"Indonesia: Jawa Barat; Sukabumi; Perbawati; Gede-Pangrango National Park, Pondok Halimun, Selabintana Trail
","GP-L2E;-6.81955,106.96817;1734m;10m;WGS84;Garmin 62sc|GP-L2S;-6.82302,106.96684;1649m;10m;WGS84;Garmin 62S|GP-L2E2;-6.81485,106.96851;1823m;10m;WGS84;Garmin 62sc|GP-L2E3;-6.8137,106.96915;1846m;10m;WGS84;Garmin 62sc","GP-L2-Mar 4, 2023",Collecting,"Mar 4, 2023","Mar 5, 2023",7:00 AM,7:00 AM,"Snap Trap";152,Heru Handika;Leader|Fajar Alfitrian;Field Assistant,293.0,147.0,33.0,23.0,66.9,Accurate,Adult,Male,Scrotal,31.0x12.0mm,,,,
